20<pt<25	0.484571	0.4964	0.479888	0.0123248
25<pt<30	0.421283	0.428936	0.415695	0.00920507
30<pt<35	0.325349	0.332329	0.319753	0.0109147
35<pt<40	0.267721	0.276098	0.26305	0.0159228
40<pt<45	0.218078	0.223898	0.213722	0.0136158
45<pt<50	0.241132	0.250237	0.237488	0.0191694
50<pt<60	0.147026	0.155577	0.142796	0.0299413
60<pt<80	0.11587	0.121298	0.112437	0.024138
80<pt<120	0.0698845	0.0728305	0.066781	0.0220572
120<pt<400	0.0753363	0.0812412	0.0712829	0.0414188
