pt range	chiso range	TrueNumber	fitTrue_number	fitTrue_error	closureTrue_test
#######################################################################################
20  <pt<25 	3<chiso range<8 	33.6466	41.984	9.88301	0.843609
20  <pt<25 	3<chiso range<9 	33.6466	41.4234	9.90104	0.785453
20  <pt<25 	3<chiso range<10 	33.6466	43.5681	9.83325	1.00897
20  <pt<25 	3<chiso range<11 	33.6466	43.897	9.8232	1.04349
20  <pt<25 	3<chiso range<12 	33.6466	44.9836	9.79001	1.15802
20  <pt<25 	3<chiso range<13 	33.6466	45.1838	9.78391	1.1792
20  <pt<25 	4<chiso range<9 	33.6466	42.9034	9.85389	0.939406
20  <pt<25 	4<chiso range<10 	33.6466	45.2319	9.78238	1.1843
20  <pt<25 	4<chiso range<11 	33.6466	45.4505	9.77598	1.20744
20  <pt<25 	4<chiso range<12 	33.6466	46.5512	9.74338	1.32445
20  <pt<25 	4<chiso range<13 	33.6466	46.6863	9.73936	1.33887
20  <pt<25 	5<chiso range<10 	33.6466	48.2253	9.69479	1.50377
20  <pt<25 	5<chiso range<11 	33.6466	48.1285	9.69775	1.49333
20  <pt<25 	5<chiso range<12 	33.6466	49.1363	9.6696	1.6019
20  <pt<25 	5<chiso range<13 	33.6466	49.1135	9.67016	1.59945
20  <pt<25 	6<chiso range<11 	33.6466	46.2531	9.75202	1.29271
20  <pt<25 	6<chiso range<12 	33.6466	47.8014	9.70717	1.45818
20  <pt<25 	6<chiso range<13 	33.6466	47.8901	9.70454	1.46772
20  <pt<25 	7<chiso range<12 	33.6466	48.9947	9.67441	1.58646
20  <pt<25 	7<chiso range<13 	33.6466	48.9752	9.67474	1.58439
20  <pt<25 	8<chiso range<13 	33.6466	50.0756	9.64438	1.70348
#######################################################################################
25  <pt<30 	3<chiso range<8 	22.5829	29.8728	7.41339	0.983342
25  <pt<30 	3<chiso range<9 	22.5829	29.4074	7.43684	0.917661
25  <pt<30 	3<chiso range<10 	22.5829	28.9359	7.46085	0.851512
25  <pt<30 	3<chiso range<11 	22.5829	28.6282	7.47671	0.808551
25  <pt<30 	3<chiso range<12 	22.5829	29.3631	7.43902	0.911437
25  <pt<30 	3<chiso range<13 	22.5829	30.1692	7.39925	1.02528
25  <pt<30 	4<chiso range<9 	22.5829	29.4565	7.43501	0.924491
25  <pt<30 	4<chiso range<10 	22.5829	28.8598	7.46536	0.840803
25  <pt<30 	4<chiso range<11 	22.5829	28.4947	7.48417	0.789907
25  <pt<30 	4<chiso range<12 	22.5829	29.3885	7.43818	0.914955
25  <pt<30 	4<chiso range<13 	22.5829	30.338	7.39148	1.04919
25  <pt<30 	5<chiso range<10 	22.5829	30.1395	7.40195	1.02089
25  <pt<30 	5<chiso range<11 	22.5829	29.5012	7.43322	0.930727
25  <pt<30 	5<chiso range<12 	22.5829	30.4325	7.38729	1.06258
25  <pt<30 	5<chiso range<13 	22.5829	31.4129	7.34136	1.20277
25  <pt<30 	6<chiso range<11 	22.5829	28.0129	7.50932	0.723101
25  <pt<30 	6<chiso range<12 	22.5829	29.3584	7.43973	0.910719
25  <pt<30 	6<chiso range<13 	22.5829	30.6706	7.37562	1.09655
25  <pt<30 	7<chiso range<12 	22.5829	28.9168	7.46231	0.848785
25  <pt<30 	7<chiso range<13 	22.5829	30.5866	7.37973	1.08455
25  <pt<30 	8<chiso range<13 	22.5829	30.6301	7.37767	1.09075
#######################################################################################
30  <pt<35 	3<chiso range<8 	15.3954	19.2683	5.88474	0.658126
30  <pt<35 	3<chiso range<9 	15.3954	20.138	5.82203	0.814596
30  <pt<35 	3<chiso range<10 	15.3954	20.1891	5.81866	0.823849
30  <pt<35 	3<chiso range<11 	15.3954	20.7758	5.77854	0.9311
