pt	closure		sideband	template	total
20~25	0.07		0.03		0.06		0.09
25~30	0.01		0.03		0.05		0.06
30~35	0.22		0.01		0.05		0.22
35~40	0.22		0.00		0.05		0.22
40~45	0.10		0.19		0.09		0.24
45~50	0.10		0.16		0.14		0.23
50~65	0.24		0.00		0.09		0.25
65~100	0.09		0.09		0.17		0.21
100~400	0.09		0.35		0.35		0.51
