pt	closure		sideband	template	total	fakefraction	fakefraction_up	fakefraction_down
20~25	0.18		0.03		0.01		0.18		0.38		0.45		0.31
25~30	0.29		0.04		0.01		0.30		0.38		0.49		0.27
30~40	0.33		0.06		0.02		0.34		0.34		0.46		0.23
40~50	0.24		0.10		0.01		0.26		0.25		0.31		0.18
50~60	0.24		0.05		0.05		0.25		0.26		0.33		0.20
60~80	0.24		0.04		0.01		0.24		0.15		0.19		0.11
80~120	0.14		0.02		0.03		0.14		0.18		0.21		0.16
120~400	0.14		0.05		0.05		0.16		0.13		0.15		0.11
