20<pt<25 	0.449931	0.0078757	22.9772
25<pt<30 	0.363222	0.00959276	5.41759
30<pt<40 	0.265082	0.00790689	6.26395
40<pt<50 	0.185563	0.00883886	3.59239
50<pt<70 	0.157324	0.00825309	2.66235
70<pt<100 	0.0998352	0.0078013	0.945266
100<pt<120 	0.0640656	0.0109115	2.73809
120<pt<400 	0.0458935	0.00645939	1.78382
