20<pt<25	0.484287	0.449931	0.467506	0.0367439
25<pt<30	0.409914	0.363222	0.385952	0.0604894
30<pt<40	0.323606	0.265082	0.292626	0.0999979
40<pt<50	0.212779	0.185563	0.19842	0.0685818
50<pt<70	0.126806	0.157324	0.142426	0.107136
70<pt<100	0.108385	0.0998352	0.103941	0.0411281
100<pt<120	0.0618993	0.0640656	0.0632903	0.017114
120<pt<400	0.0415874	0.0458935	0.0441088	0.0488123
