20<pt<25 	0.419523	0.0143463	3.79686
25<pt<30 	0.397147	0.0195577	5.11543
30<pt<35 	0.362454	0.0225635	0.619815
35<pt<40 	0.23735	0.0197658	1.66117
40<pt<45 	0.240806	0.0249314	1.09751
45<pt<50 	0.201619	0.0281944	0.615566
50<pt<60 	0.199729	0.0226366	1.23188
60<pt<80 	0.177961	0.023572	0
80<pt<120 	0.135815	0.0292811	0
120<pt<400 	0.0395282	0.0263131	0
