20 <pt<25 	0.479133	0.00987908	12.0129
25 <pt<30 	0.388296	0.0121133	3.31499
30 <pt<35 	0.326012	0.0144119	4.23493
35 <pt<40 	0.259437	0.0154483	0.489346
40 <pt<45 	0.202249	0.0145876	1.18167
45 <pt<50 	0.188393	0.0173388	0.800384
50 <pt<65 	0.163277	0.0109626	3.35399
65 <pt<100 	0.116625	0.00881381	0.990589
100 <pt<400 	0.0619134	0.00652406	1.39524
